Código Unico,Tipo de Sitio HISPAM,Nombre Sitio,Departamento,Provincia,Distrito,Direccion,TIPO DE ZONA,Zona,L/R,Atención Incidencias,Latitud,Longitud,Observación,nueva segmentación comercial,"Nemónico 
(Código único)"
JU00098,D_2,PALCA_JU,JUNIN,TARMA,PALCA,"CERRO HUACRACAN, DE LA COMUNIDAD  CAMPESINA INDIGENA DE PALCA",NO URBANO,Zona 2,REGIONES,FEE,-11.34446,-75.54834,,Abandonar,JU00098
JU00114,B_3,PALCAMAYO URA,JUNIN,TARMA,PALCAMAYO,GRAU / PIURA,NO URBANO,Zona 2,REGIONES,BAJO DEMANDA,-11.294691,-75.773315,,Abandonar,JU00114
LL00020,D_2,PALERMO,LA LIBERTAD,TRUJILLO,TRUJILLO,AV. AMÉRICA SUR 1093,URBANO REGIONES,Zona 1,REGIONES,FEE,-8.110829,-79.012708,,Black,LL00020
CU00109,D_2,PALESTINA BAJA,CUSCO,LA CONVENCION,KIMBIRI,COMUNIDAD CAMPESINA PALESTINA,NO URBANO,Zona 2,REGIONES,FEE,-12.83228,-73.57847,,Abandonar,CU00109
JU00089,B_2,PALIAN,JUNIN,HUANCAYO,HUANCAYO,AVENIDA PALIAN S/N,URBANO REGIONES,Zona 2,REGIONES,BAJO DEMANDA,-12.02968,-75.18771,,Oro,JU00089
AN00504,B_2,PALMA,ANCASH,SANTA,CHIMBOTE,PUEBLO JOVEN EL PORVENIR MZ T LT 19,URBANO REGIONES,Zona 2,REGIONES,BAJO DEMANDA,-9.060934,-78.577363,,Oro,AN00504
LI00636,B_1,PALMAS,LIMA,LIMA,SANTIAGO DE SURCO,EDIFICIO RAC II (INGRESO POR LA AV. JORGE CHAVEZ S/N BASE AÉREA DE LAS PALMAS),URBANO LIMA,Zona 2,LIMA,BAJO DEMANDA,-12.15514,-77.003891,,Black,LI00636
SM00298,B_2,PALMAWASI,SAN MARTIN,TOCACHE,UCHIZA,PALMAWASI S/N NUEVA CARRETERA,NO URBANO,Zona 1,REGIONES,BAJO DEMANDA,-8.335173,-76.487371,,Abandonar,SM00298
PI00155,B_3,PALMO,PIURA,SULLANA,SULLANA,PASAJE JORGE BASADRE MZ.O- 3 LOTE 7. AAHH SANTA TERESITA,NO URBANO,Zona 1,REGIONES,BAJO DEMANDA,-4.900757,-80.67337,,Oro,PI00155
LA00426,D_2,PALO BLANCO,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,"Mz. A, Lote 8, Centro Poblado Palo Blanco",NO URBANO,Zona 1,REGIONES,FEE,-6.140779,-79.696557,Sitio_FITEL,Abandonar,LA00426
LA00570,P_3,PALO GRUESO,LAMBAYEQUE,LAMBAYEQUE,MORROPE,PANA NORTE KM 848 ,NO URBANO,Zona 1,REGIONES,FEE,-6.2789411,-80.3128223,,Abandonar,LA00570
JU00065,D_1,SAPALLANGA URA,JUNIN,HUANCAYO,SAPALLANGA,JR GRAU N° 410 BARRIO SAN ANTONIO,URBANO REGIONES,Zona 2,REGIONES,FEE,-12.14037,-75.159241,,Abandonar,JU00065
LI00996,B_3,PALPA HUARAL,LIMA,HUARAL,AUCALLAMA,PARCELA N° 113 LT 9 O SAN JOSE EN PALPA ,NO URBANO,Zona 2,REGIONES,BAJO DEMANDA,-11.48599,-77.12233,,Abandonar,LI00996
IC00198,B_3,PALPA_ENTEL,ICA,PALPA,RIO GRANDE,CERRO PALPA CRUZE DE LA PANAMERICANA SUR CON LA VARIANTE,NO URBANO,Zona 2,REGIONES,BAJO DEMANDA,-14.518022,-75.242158,,Abandonar,IC00198
TA00149,B_1,PALQUILLA,TACNA,TARATA,TARATA,SBN - PARTE ALTA C° PALQUILLA,NO URBANO,Zona 3,REGIONES,BAJO DEMANDA,-17.62616667,-70.01438889,,Abandonar,TA00149
LA00427,B_1,PAMPA BERNILLA,LAMBAYEQUE,LAMBAYEQUE,SALAS,"CASERIO DE PAMPA BERNILLA FRENTE AL LOCAL COMUNAL. Dist. SALAS, Prov. LAMBAYEQUE, Dpto. LAMBAYEQUE  ",NO URBANO,Zona 1,REGIONES,FEE,-6.07654557536765,-79.6228631949741,Sitio_FITEL,Abandonar,LA00427
LI01017,B_2,PAMPA CLARITA,LIMA,CAÑETE,SAN VICENTE DE CAÑETE,KM 154 NUEVA PANAMERICANA SUR,URBANO LIMA,Zona 2,LIMA,BAJO DEMANDA,-13.18004,-76.34091,,Oro,LI01017
JU00036,D_1,PENITENCIA TARMA,JUNIN,TARMA,TARMA,CERRO PENITENCIA,NO URBANO,Zona 2,REGIONES,FEE,-11.4094,-75.6914,,Oro,JU00036
LA00428,B_2,PAMPA DE LINO,LAMBAYEQUE,LAMBAYEQUE,JAYANCA,MZ. A LOTE S/N  CASERIO PAMPA DE LINO,NO URBANO,Zona 1,REGIONES,FEE,-6.37098,-79.83275,Sitio_FITEL,Abandonar,LA00428
PI00446,B_3,PAMPA DE RIOS,PIURA,AYABACA,AYABACA,FUNDO LOS HUABOS,NO URBANO,Zona 1,REGIONES,BAJO DEMANDA,-4.64117,-79.70889,,Abandonar,PI00446
LA00156,B_2,PAMPA GRANDE_LA,LAMBAYEQUE,CHICLAYO,CHONGOYAPE,TUPAC AMARU N° 205 PAMPA GRANDE,NO URBANO,Zona 1,REGIONES,BAJO DEMANDA,-6.7482,-79.47999,,Abandonar,LA00156
LA00429,D_3,PAMPA GRANDE_LA2,LAMBAYEQUE,CHICLAYO,CHONGOYAPE,CENTRO POBLADO PAMPA GRANDE MZ 101 LOTE 1,NO URBANO,Zona 1,REGIONES,FEE,-6.75575,-79.48289,Sitio_FITEL,Abandonar,LA00429
MO00018,D_2,PAMPA INALAMBRICA,MOQUEGUA,ILO,ILO,AREA II - LT A - SECTOR II - PAMPA INALAMBRICA (AMPLIACION 24 DE OCTUBRE MZ51 LT 14),NO URBANO,Zona 3,REGIONES,FEE,-17.65516667,-71.32997222,,Oro,MO00018
LA00713,B_3,PAMPA_EL_TORO,LAMBAYEQUE,CHICLAYO,TUMAN,PAMPA EL TORO SECTOR 5 MZ 151,URBANO REGIONES,Zona 1,REGIONES,BAJO DEMANDA,-6.7444,-79.69016,,Abandonar,LA00713
LI05205,B_3,PAMPA_LIBRE,LIMA,HUARAL,CHANCAY,MZ C LT 05 - BARRIO NUEVO,NO URBANO,Zona 2,LIMA,BAJO DEMANDA,-11.50952,-77.29225,,Oro,LI05205
AR00333,B_3,PAMPACOLCA URA,AREQUIPA,CASTILLA,PAMPACOLCA,FRANCISCO MIRANDA S/N,NO URBANO,Zona 3,REGIONES,BAJO DEMANDA,-15.7136063,-72.5739871,,Abandonar,AR00333
AN00404,D_3,PAMPAS CHICO,ANCASH,RECUAY,PAMPAS CHICO,PREDIO RUSTICO DENOMINADO PAMPAS CHICO ( CERRO PUYHUAN ),NO URBANO,Zona 2,REGIONES,FEE,-10.1037757,-77.4095456,,Abandonar,AN00404
TU00023,B_2,PAMPAS HOSPITAL,TUMBES,TUMBES,PAMPAS DE HOSPITAL,AV. ALIPIO ROSALES Y FUNDO CALLE M S/N,NO URBANO,Zona 1,REGIONES,BAJO DEMANDA,-3.69174,-80.43799,,Abandonar,TU00023
AN00105,D_2,PAMPAS HUARAZ,ANCASH,HUARAZ,PAMPAS,"PREDIO RÚSTICO DENOMINADO CERRO HUECU PUNTA, UBICADO DENTRO DEL FUNDO YERBA BUENA",NO URBANO,Zona 2,REGIONES,FEE,-9.6283,-77.7884,,Abandonar,AN00105
AR00120,B_2,PAMPAS POLANCO,AREQUIPA,AREQUIPA,AREQUIPA,"PUEBLO JOVEN PAMPA DE POLANCO MZ E LT1, SECTOR JAVIER HERAUD",URBANO REGIONES,Zona 3,REGIONES,BAJO DEMANDA,-16.37853,-71.52537,,Black,AR00120
HU00186,B_3,PAMPAS REP,HUANCAVELICA,TAYACAJA,PAMPAS,CERRO SAN CRISTOBAL,NO URBANO,Zona 2,REGIONES,BAJO DEMANDA,-12.41333333,-74.90888889,,Abandonar,HU00186
HU00022,D_2,PAMPAS URA,HUANCAVELICA,TAYACAJA,PAMPAS,GRAU 289-295,NO URBANO,Zona 2,REGIONES,FEE,-12.39527778,-74.86777778,,Abandonar,HU00022
LI00970,B_1,PAMPILLA NEXT REEM,CALLAO,CALLAO,VENTANILLA,"AV. NESTOR GAMBETA, PLANTA PECSA - CERRO EL PERRO",URBANO LIMA,Zona 1,LIMA,FEE,-11.903422,-77.128767,,Clásico,LI00970
LI04777,B_1,PAMPLONA,LIMA,LIMA,SAN JUAN DE MIRAFLORES,MZ L5 LT 26 SEC. VIRGEN DEL BUEN PASO PAMPLONA ALTA,URBANO LIMA,Zona 2,LIMA,BAJO DEMANDA,-12.141575,-76.96268056,,Oro,LI04777
LA00431,B_2,PAN DE AZUCAR,LAMBAYEQUE,CHICLAYO,OYOTUN,"sector de Pan de Azúcar, del distrito de Oyotún, provincia de Chiclayo, departamento de Lambayeque",NO URBANO,Zona 1,REGIONES,FEE,-6.78786,-79.26885,Sitio_FITEL,Abandonar,LA00431
LL00319,B_3,PAN GUADALUPE,LA LIBERTAD,PACASMAYO,GUADALUPE,HH 15 DE SETIEMBRE S/N,NO URBANO,Zona 1,REGIONES,BAJO DEMANDA,-7.24309,-79.4634,,Oro,LL00319
LL00375,B_2,PAN NORTE,LA LIBERTAD,TRUJILLO,HUANCHACO,"CCPP EL MILAGRO, ZONA LOS PEDREGALES MZ. J Lt-14 SECTOR VII",URBANO REGIONES,Zona 1,REGIONES,BAJO DEMANDA,-8.03713,-79.06909,,Clásico,LL00375
LA00124,B_3,PANAMERICANA NORTE LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,POSTE 01: CALLE HUASCAR,URBANO REGIONES,Zona 1,REGIONES,BAJO DEMANDA,-6.702042,-79.908342,,Clásico,LA00124
LA00183,B_3,PANAMERICANA NORTE LAMBAYEQUE 2,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,POSTE 02; CALLE 2 DE MAYO,URBANO REGIONES,Zona 1,REGIONES,BAJO DEMANDA,-6.70305,-79.906717,,Clásico,LA00183
LA00184,B_3,PANAMERICANA NORTE LAMBAYEQUE 3,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,POSTE 03; AV AVELINO CACERES,URBANO REGIONES,Zona 1,REGIONES,BAJO DEMANDA,-6.702928,-79.903236,,Clásico,LA00184
LI04074,B_3,PANAMERICANA_ NORTE_HBTS,LIMA,LIMA,LOS OLIVOS,AV. CARLOS IZAGUIRRE CDA. 1 ( FTE. A MC DONALDS ),URBANO LIMA,Zona 3,LIMA,BAJO DEMANDA,-11.990029,-77.06311,,Black,LI04074
LI05841,B_2,PANAMERICANA_SUR,LIMA,LIMA,VILLA EL SALVADOR,ASOCIACIÓN DE VIVIENDA VILLA EL MILAGRO  MZ. A; LOTE 3,URBANO LIMA,Zona 2,LIMA,BAJO DEMANDA,-12.2357,-76.9616,,Oro,LI05841
LI04512,B_1,PANDO,LIMA,LIMA,SAN MIGUEL,PROL. AYACUCHO 1140 URB. PANDO 4 ETAPA,URBANO LIMA,Zona 1,LIMA,FEE,-12.08152222,-77.08466361,,Black,LI04512
LI00111,D_1,RAZZURI,LIMA,LIMA,SAN MIGUEL,"AV. RAZURI 293 Y CALLE MANCO SEGUNDO 709, 3RA ETAPA",URBANO LIMA,Zona 1,LIMA,FEE,-12.077554,-77.100959,,Black,LI00111
LI00966,B_2,PANIZO,LIMA,LIMA,PUEBLO LIBRE,"CALLE CIRO ALEGRIA N° 231, MANZANA G, LOTE 1",URBANO LIMA,Zona 1,LIMA,BAJO DEMANDA,-12.07515,-77.07161,,Black,LI00966
LO00278,B_2,PANTOJA LO,LORETO,MAYNAS,IQUITOS,PASAJE TRUJILLO NÂ°267,URBANO REGIONES,Zona 2,REGIONES,BAJO DEMANDA,-3.72945,-73.24727,,Clásico,LO00278
LI04505,B_1,PAPA LEON XIII,LIMA,LIMA,PUCUSANA,CA A / CA 4 AAHH BENJAMIN DOIG MZ J LT 1,URBANO LIMA,Zona 2,LIMA,FEE,-12.4731,-76.75,,Abandonar,LI04505
PI00549,D_2,PAPELILLO,PIURA,MORROPON,CHULUCANAS,CASERIO PAPELILLO,NO URBANO,Zona 1,REGIONES,FEE,-5.06466,-80.09531,Sitio_CANON,Clásico,PI00549
TA00152,B_3,PARA,TACNA,TACNA,TACNA,ALTO DE LA ALIANZA,URBANO REGIONES,Zona 3,REGIONES,BAJO DEMANDA,-17.10055556,-71.90361111,,Oro,TA00152
IC00128,B_3,PARACAS GALVEZ,ICA,PISCO,PISCO,AV. ABRHAM VALDELOMAR #300 ,NO URBANO,Zona 2,REGIONES,BAJO DEMANDA,-13.71208,-76.21086,,Black,IC00128
IC00031,B_2,PARACAS NEXTEL,ICA,PISCO,PARACAS,ALTURA KM. 18 DE LA CARRETERA PARACAS PISCO,NO URBANO,Zona 2,REGIONES,BAJO DEMANDA,-13.82118,-76.244174,,Abandonar,IC00031
TU00008,B_2,PARACAS_TUMBES,TUMBES,ZARUMILLA,AGUAS VERDES,SANTA GERTRUDES S/N ZARUMILLA - AGUAS VERDES,URBANO REGIONES,Zona 1,REGIONES,BAJO DEMANDA,-3.472015,-80.266533,,Clásico,TU00008
LI00269,P_3,SAN MATEO URA,LIMA,HUAROCHIRI,SAN MATEO,SANTA INES - COMUNIDAD CAMPESINA SAN ANTONIO,NO URBANO,Zona 2,LIMA,FEE,-11.7602778,-76.2994444,,Abandonar,LI00269
PI00171,B_3,PARADERO 20,PIURA,TALARA,PARIÑAS,LT 13 MZ A DEL ASENTAMIENTO HUMANO 2 DE FEBRERO,URBANO REGIONES,Zona 1,REGIONES,BAJO DEMANDA,-4.59564,-81.25942,,Oro,PI00171
LI04125,B_2,PARADERO_5,LIMA,LIMA,SAN JUAN DE LURIGANCHO,Asociación Los Portales Mz. A9 Lt 23,URBANO LIMA,Zona 3,LIMA,BAJO DEMANDA,-11.96694,-77.01052,,Oro,LI04125
LI04870,B_2,PARADERO_PRESBITERO,LIMA,LIMA,EL AGUSTINO,"""JR. ANCASH - 1634, URB. EL AGUSTINO.								""",URBANO LIMA,Zona 3,LIMA,BAJO DEMANDA,-12.0419,-77.01,,Oro,LI04870
LI04616,B_1,PARADISE_REEM,LIMA,LIMA,LIMA,CIRCUITO DE PLAYAS - COSTA VERDE,URBANO LIMA,Zona 1,LIMA,FEE,-12.10611121,-77.062092,,Black,LI04616
PA00014,B_2,PARAGSHA,PASCO,PASCO,CHAUPIMARCA,Calle Tarma N° 210,URBANO REGIONES,Zona 2,REGIONES,BAJO DEMANDA,-10.6744,-76.26842,,Oro,PA00014
LA00090,B_2,PARAGUAY,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,URB POPULAR DE INTERÉS SOCIAL PRIMERO DE MAYO MZ 22 B LT 12 SECTOR  ,URBANO REGIONES,Zona 1,REGIONES,FEE,-6.74696,-79.83986,,Clásico,LA00090
LI00745,B_2,PARAISO 1RA ETAPA,LIMA,LIMA,SAN MARTIN DE PORRES,AV. LOS OLIVOS MZ. F LT. 22 PAPA JUAN PABLO II,URBANO LIMA,Zona 3,LIMA,BAJO DEMANDA,-11.98488,-77.09461,,Oro,LI00745
LA00063,D_2,PARAISO_LA,LAMBAYEQUE,CHICLAYO,PIMENTEL,CERRO PON SITUADO AL OESTE DE LA CIUDAD DE CHUICALYO (ENTRE LA CARRETERA CHICLAYO-PIMENTEL),URBANO REGIONES,Zona 1,REGIONES,FEE,-6.78274,-79.87436,,Clásico,LA00063
LI01617,B_2,PARAISO_LI,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,AV PARAISO MZ R1 LT 2 AAHH PARAISO VMT,URBANO LIMA,Zona 2,LIMA,BAJO DEMANDA,-12.147072,-76.930781,,Oro,LI01617
LI05846,B_2,PARAISO_LIMA,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,CALLE NIÑO JESUS MZ. F LOTE 01 - A.H. SEÑOR DE LOS MILAGROS,URBANO LIMA,Zona 2,LIMA,BAJO DEMANDA,-12.14647,-76.93501,,Oro,LI05846
LI00167,B_2,PARAMONGA,LIMA,BARRANCA,PARAMONGA,"CERRO COLORADO, ALT KM 204 PANAMERICANA NORTE (ENTRADA DE PARAMONGA)",NO URBANO,Zona 2,REGIONES,BAJO DEMANDA,-10.676388,-77.798613,,Oro,LI00167
CU00019,D_1,LARAPA,CUSCO,CUSCO,SAN JERONIMO,URB . LARAPA B-7-2 DISTRITO DE SAN JERONIMO,URBANO REGIONES,Zona 3,REGIONES,FEE,-13.53555556,-71.90416667,,Clásico,CU00019
AN00127,D_2,PARARIN,ANCASH,RECUAY,PARARIN,CALLE LOS ALPES MZ D1,NO URBANO,Zona 2,REGIONES,FEE,-10.052832,-77.654194,,Abandonar,AN00127
AP00209,B_1,PARCACHATA,APURIMAC,AYMARAES,COTARUSE,0,NO URBANO,Zona 3,REGIONES,BAJO DEMANDA,-3.69174,-80.43799,,Abandonar,AP00209
CU00041,B_2,PARCAYPATA EBC,CUSCO,CALCA,CALCA,"CERRO CAN CAN, COMUNIDAD RAYAMPATA",NO URBANO,Zona 3,REGIONES,BAJO DEMANDA,-13.31343,-71.97729,,Abandonar,CU00041
CU00555,D_3,PARCAYPATA REP,CUSCO,CALCA,CALCA,"CERRO CAN CAN, COMUNIDAD RAYAMPATA",URBANO REGIONES,Zona 3,REGIONES,FEE,-13.31361111,-71.97736111,,Abandonar,CU00555
CA00065,D_1,SAN MARCOS URA,CAJAMARCA,SAN MARCOS,PEDRO GALVEZ,JR. INCLAN 108,NO URBANO,Zona 1,REGIONES,FEE,-7.33428,-78.17303,,Abandonar,CA00065
LI01237,B_3,PARDO Y ALIAGA 2,LIMA,LIMA,SAN ISIDRO,AV. PARDO Y ALIAGA 525 - SAN ISIDRO BB: AV. CAMINO REAL 280,URBANO LIMA,Zona 1,LIMA,BAJO DEMANDA,-12.09314672,-77.02767436,,Black,LI01237
LI00680,B_3,PARDO Y ALIAGA 3,LIMA,LIMA,SAN ISIDRO,AV. PARDO Y ALIAGA 525,URBANO LIMA,Zona 1,LIMA,BAJO DEMANDA,-12.10736,-77.037494,,Black,LI00680
PA00117,B_2,PARED_DE_ROCA,PASCO,DANIEL ALCIDES CARRION,SANTA ANA DE TUSI,S/D,URBANO REGIONES,Zona 2,REGIONES,BAJO DEMANDA,-10.467434,-76.367632,Sitio_CANON,Abandonar,PA00117
LI00153,D_3,PAREDES,LIMA,LIMA,LIMA,PASAJE GASPAR 239 (ALT CUADRA 2 AV. BRASIL),URBANO LIMA,Zona 1,LIMA,FEE,-12.063549,-77.042262,,Black,LI00153
LA00432,B_2,PAREDONES,LAMBAYEQUE,CHICLAYO,CHONGOYAPE,PREDIO LA ESPERANZA SECTOR PAREDONES VALLE CHANCAY,NO URBANO,Zona 1,REGIONES,FEE,-6.61763,-79.37056,Sitio_FITEL,Abandonar,LA00432
LA00652,B_2,PAREDONES ALTO,LAMBAYEQUE,LAMBAYEQUE,MORROPE,CC.PP. PAREDONES ALTO Mz. J Lt. 18,NO URBANO,Zona 1,REGIONES,FEE,-6.64227,-79.95047,Sitio_FITEL,Abandonar,LA00652
AN00103,B_3,PARIACOTO,ANCASH,HUARAZ,PARIACOTO,"SECTOR RURUMPAMPA DEL CASERÍO EL MILAGRO, COORDENADAS LON (WGS84) DECIMALES 7788740, LAT (WGS84) DECIMALES 0955694, Y LAT (UTM PSAD56) UTM 18L ",NO URBANO,Zona 2,REGIONES,BAJO DEMANDA,-9.5569,-77.8874,,Abandonar,AN00103
LI05756,B_2,PARINACOCHAS_GARCIA_NARANJO,LIMA,LIMA,LA VICTORIA,GARCIA NARANJO N° 1216,URBANO LIMA,Zona 3,LIMA,BAJO DEMANDA,-12.060447,-77.017925,,Black,LI05756
PI00643,B_3,PARINAS_TALARA,PIURA,TALARA,PARIÑAS,CASCO URBANO AV. BOLOGNESI (AV. B 68),URBANO REGIONES,Zona 1,REGIONES,BAJO DEMANDA,-4.574974,-81.270558,,Oro,PI00643
LL00368,B_3,PARQUE CHEPEN,LA LIBERTAD,CHEPEN,CHEPEN,CALLE SAN PEDRO 544,NO URBANO,Zona 1,REGIONES,BAJO DEMANDA,-7.230466,-79.426833,,Oro,LL00368
LL00362,B_2,PARQUE CHOCANO,LA LIBERTAD,TRUJILLO,TRUJILLO,"Av. Hermanos Uceda Meza NÂº 758, Urbanizacion Las Quintanas.",URBANO REGIONES,Zona 1,REGIONES,BAJO DEMANDA,-8.094933,-79.026728,,Black,LL00362
JU00322,B_2,PARQUE GRAU,JUNIN,CHANCHAMAYO,CHANCHAMAYO,CALLE 8 DE OCTUBRE S/N MZ. I LOT. 25,NO URBANO,Zona 2,REGIONES,BAJO DEMANDA,-11.04563,-75.32281,,Oro,JU00322
LA00173,B_2,PARQUE INDUSTRIAL,LAMBAYEQUE,CHICLAYO,PIMENTEL,"CALLE TIGRE N° 141, URB. CAP. FAP. JOSÉ QUIÑONES GONZALES",URBANO REGIONES,Zona 1,REGIONES,BAJO DEMANDA,-6.773646,-79.864881,,Clásico,LA00173
LI00860,B_2,PARQUE INDUSTRIAL LURIN NEXTEL,LIMA,LIMA,LURIN,LAS PRADERAS DE LURIN,URBANO LIMA,Zona 2,LIMA,BAJO DEMANDA,-12.29536,-76.84133,,Clásico,LI00860
LI01717,B_3,PARQUE INFANTIL HUACHO,LIMA,HUAURA,HUACHO,AV.ESPINAR 141,NO URBANO,Zona 2,REGIONES,BAJO DEMANDA,-11.10775,-77.60201,,Oro,LI01717
AY00134,B_2,PARQUE INGENIEROS,AYACUCHO,HUAMANGA,AYACUCHO,URB MARISCAL CACERES MZ E LT 01,URBANO REGIONES,Zona 2,REGIONES,BAJO DEMANDA,-13.148922,-74.226363,,Oro,AY00134
LI00534,B_2,PARQUE JUNIN,LIMA,LIMA,CARABAYLLO,URB.SANTA ISABEL AV. TUPAC AMARU N°107 MZ.S1 LT.27,URBANO LIMA,Zona 3,LIMA,BAJO DEMANDA,-11.90766,-77.033318,,Oro,LI00534
LI04039,B_2,PARQUE RIO SENA,LIMA,LIMA,LA MOLINA,CERRO PQ ECOLÓGICO - JR.HUACA DEL SOL CON CA. OLLANTAYTAMBO,URBANO LIMA,Zona 2,LIMA,BAJO DEMANDA,-12.114613,-76.933829,,Black,LI04039
IC00024,B_1,PARQUE TUPAC,ICA,ICA,LA TINGUIÑA,CENTRO POBLADO LA TINGUIÑA ZONA B_ MZ. 66_ LOTE 10,URBANO REGIONES,Zona 2,REGIONES,BAJO DEMANDA,-14.03713,-75.70775,,Clásico,IC00024
LI00985,B_2,PARQUE VIEJO VITARTE,LIMA,LIMA,ATE,CL SAN MARTIN 229 C.P. SEC 019 ZON.04,URBANO LIMA,Zona 2,LIMA,BAJO DEMANDA,-12.024486,-76.91979,,Oro,LI00985
LA00202,B_2,PARQUE VIUDAS,LAMBAYEQUE,CHICLAYO,PATAPO,CALLE LAJAS 103 POSOPE ALTO ,URBANO REGIONES,Zona 1,REGIONES,BAJO DEMANDA,-6.737609,-79.632143,,Abandonar,LA00202
LI06099,B_2,PARQUE_ALAYZA,LIMA,LIMA,SAN ISIDRO,INT. PARQUE ERNESTO ALAYZA,URBANO LIMA,Zona 1,LIMA,BAJO DEMANDA,-12.107528,-77.042611,,Black,LI06099
PI00417,B_2,PARQUE_ALMENDRO,PIURA,PIURA,CASTILLA,MZ L LOTE 11 AA.HH VIRGEN DE LA PAZ,URBANO REGIONES,Zona 1,REGIONES,BAJO DEMANDA,-5.18223,-80.60082,,Clásico,PI00417
LI05719,B_2,PARQUE_CINCO,LIMA,LIMA,COMAS,"LOZA DEPORTIVA PARQUE PRIMAVERA, PASAJE 7, URB. EL PINAR COMAS",URBANO LIMA,Zona 3,LIMA,FEE,-11.92211,-77.05497,,Oro,LI05719
LI05787,B_3,PARQUE_COOPERATIVA,LIMA,LIMA,ANCON,COOPERATIVA DE VIVIENDA VIRGEN DEL ROSARIO DE ANCON MZ I LT 5,URBANO LIMA,Zona 3,LIMA,BAJO DEMANDA,-11.77688,-77.16732,,Clásico,LI05787
PI00426,B_2,PARQUE_CRISTO,PIURA,PIURA,CASTILLA,"PARQUE EN CA. UNIVERSITARIA, FRENTE A HOSPITAL CAYETANO HEREDIA",URBANO REGIONES,Zona 1,REGIONES,BAJO DEMANDA,-5.187409,-80.621451,,Clásico,PI00426
MO00144,B_3,PARQUE_DEL_NINO,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,ASOC. DAMNIFICADOS DE SAN FRANCISCO DEL C.P. SAN ANTONIO MZ.  H LT. 32,NO URBANO,Zona 3,REGIONES,BAJO DEMANDA,-17.20411,-70.94916,,Oro,MO00144
CU00553,B_2,PARQUE_EL_BOSQUE,CUSCO,CUSCO,SANTIAGO,AV. FORTUNATO L HERRERA,URBANO REGIONES,Zona 3,REGIONES,BAJO DEMANDA,-13.52682,-71.97752,,Oro,CU00553
LI05148,B_2,PARQUE_FARO,LIMA,LIMA,MIRAFLORES,CA. FRANCIA #834,URBANO LIMA,Zona 2,LIMA,BAJO DEMANDA,-12.122164,-77.039246,,Black,LI05148
LI05850,B_2,PARQUE_INDUSTRIAL_VENTANILLA,CALLAO,CALLAO,VENTANILLA,MZ. W 1  LT. 05 AREA INDUSTRIAL- VENTANILLA,URBANO LIMA,Zona 1,LIMA,FEE,-11.859475,-77.141052,,Clásico,LI05850
LL00527,B_2,PARQUE_LAS_BANDERAS,LA LIBERTAD,VIRU,VIRU,CENTRO POBLADO VICTOR RAUL HAYA DE LA TORRE (LOS PINOS PARTE ALTA),NO URBANO,Zona 1,REGIONES,BAJO DEMANDA,-8.40318,-78.8232,,Oro,LL00527
LI05940,B_2,PARQUE_NINOS,LIMA,LIMA,VILLA EL SALVADOR,"AV. MARIA REICHE, MZ J LT 18, BAR 2 SECT2, IV ETAPA-PACHACAMAC",URBANO LIMA,Zona 2,LIMA,BAJO DEMANDA,-12.24177,-76.91631,,Oro,LI05940
LA00617,B_1,PARQUE_OBRERO,LAMBAYEQUE,CHICLAYO,LA VICTORIA,"AV. MANUEL SEOANE 977, LOTE 3; MZ. 37, SECTOR 4 AA.HH LA VICTORIA",URBANO REGIONES,Zona 1,REGIONES,BAJO DEMANDA,-6.7927,-79.83366,,Clásico,LA00617
LI05788,B_2,PARQUE_PACHACAMILLA,LIMA,LIMA,SAN MARTIN DE PORRES,MANZANA LOTE 11 Y 12 ASOCIACIÓN DE VIVIENDA SEÑOR DE LOS MILAGROS DE PACHACAMILLA,URBANO LIMA,Zona 1,LIMA,BAJO DEMANDA,-11.9722,-77.1126,,Oro,LI05788
UC00134,B_2,PARQUE_PEDRO_PORTILLO,UCAYALI,CORONEL PORTILLO,CALLERIA,AAHH PEDRO PORTILLO,URBANO REGIONES,Zona 2,REGIONES,BAJO DEMANDA,-8.37797,-74.5523,,Clásico,UC00134
LI06333,B_1,PARQUE_PERSHING,LIMA,LIMA,SAN MIGUEL,CALLE TIRSO DE MOLINA CDRA. 1 & AV. LA MARINA,URBANO LIMA,Zona 1,LIMA,BAJO DEMANDA,-12.07986,-77.076821,,Black,LI06333
LI06346,B_2,PARQUE_REPORTEROS_GRAFICOS,LIMA,LIMA,SANTIAGO DE SURCO,AV. PEDRO MIOTTA CDRA. 10,URBANO LIMA,Zona 2,LIMA,BAJO DEMANDA,-12.156728,-76.981647,,Black,LI06346
IC00210,B_3,PARQUE_ROJO,ICA,CHINCHA,PUEBLO NUEVO,"LOS ANGELES MZ ""F""LOTE 11 ""A""",URBANO REGIONES,Zona 2,REGIONES,BAJO DEMANDA,-13.393799,-76.141571,,Oro,IC00210
